CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Memory usage [%],Disk read throughput [KB/s],Disk write throughput [KB/s],Disk size [GB],Network received throughput [KB/s],Network transmitted throughput [KB/s],Cluster,Node Type
2,0,73,1.6,8388608,1061159,12.65,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,916036,10.92,0,7,64,5,5,0,supernode
2,0,68,1.49,8388608,1061159,12.65,0,6,64,5,5,0,supernode
2,0,72,1.58,8388608,1089680,12.99,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1156789,13.79,0,6,64,5,5,-1,not supernode
2,0,70,1.55,8388608,1195377,14.25,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,943718,11.25,0,7,64,5,5,0,supernode
2,0,86,1.87,8388608,1167694,13.92,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1067031,12.72,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,916036,10.92,0,8,64,5,5,0,supernode
2,0,71,1.55,8388608,1083808,12.92,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,966368,11.52,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1039349,12.39,0,8,64,5,5,0,supernode
2,0,69,1.52,8388608,1094713,13.05,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1212154,14.45,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,966368,11.52,0,8,64,6,6,0,supernode
2,0,69,1.52,8388608,1134140,13.52,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,1089680,12.99,0,7,64,5,5,0,supernode
2,0,84,1.84,8388608,1218026,14.52,0,7,64,5,5,-1,not supernode
2,0,69,1.52,8388608,1363149,16.25,0,6,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1190343,14.19,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1067031,12.72,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,882482,10.52,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,972240,11.59,0,6,64,5,5,0,supernode
2,0,73,1.61,8388608,999922,11.92,0,7,64,6,6,0,supernode
2,0,69,1.51,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,910164,10.85,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,955462,11.39,0,7,64,5,5,0,supernode
2,0,70,1.53,8388608,893387,10.65,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1083808,12.92,0,7,64,5,5,0,supernode
2,0,84,1.84,8388608,1083808,12.92,0,7,64,5,5,-1,not supernode
2,0,69,1.51,8388608,1307784,15.59,0,7,64,5,5,-1,not supernode
2,0,73,1.59,8388608,1251580,14.92,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,972240,11.59,0,6,64,6,6,0,supernode
2,0,70,1.54,8388608,994050,11.85,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1228931,14.65,0,7,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1072903,12.79,0,7,64,5,5,0,supernode
2,0,68,1.49,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,1145045,13.65,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1134140,13.52,0,7,64,5,5,-1,not supernode
2,0,70,1.54,8388608,1106457,13.19,0,7,64,5,5,-1,not supernode
2,0,72,1.59,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,85,1.85,8388608,1140012,13.59,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1358116,16.19,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,71,1.57,8388608,876610,10.45,0,6,64,5,5,0,supernode
2,0,70,1.54,8388608,932813,11.12,0,9,64,5,5,0,supernode
2,0,72,1.58,8388608,1033476,12.32,0,6,64,5,5,0,supernode
2,0,73,1.61,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,1044382,12.45,0,7,64,5,5,0,supernode
2,0,164,3.58,8388608,1967129,23.45,20,14,64,35,1252,-1,not supernode
2,0,72,1.58,8388608,2342099,27.92,0,7,64,6,6,-1,not supernode
2,0,69,1.5,8388608,1111491,13.25,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,999922,11.92,0,6,64,5,5,0,supernode
2,0,88,1.92,8388608,1123235,13.39,0,8,64,5,5,-1,not supernode
2,0,69,1.51,8388608,1385798,16.52,0,7,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1128268,13.45,0,6,64,5,5,-1,not supernode
2,0,70,1.54,8388608,977273,11.65,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,74,1.61,8388608,926941,11.05,0,7,64,6,6,0,supernode
2,0,69,1.5,8388608,792723,9.45,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,876610,10.45,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,1077936,12.85,0,6,64,5,5,0,supernode
2,0,69,1.52,8388608,1140012,13.59,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,966368,11.52,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,1145045,13.65,0,6,64,5,5,-1,not supernode
2,0,68,1.48,8388608,1212154,14.45,0,6,64,5,5,-1,not supernode
2,0,72,1.59,8388608,1195377,14.25,0,8,64,5,5,-1,not supernode
2,0,70,1.53,8388608,1077936,12.85,0,6,64,6,6,-1,not supernode
2,0,69,1.51,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,1094713,13.05,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,977273,11.65,0,7,64,5,5,0,supernode
2,0,68,1.49,8388608,1173566,13.99,0,6,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1173566,13.99,0,7,64,5,5,-1,not supernode
2,0,71,1.55,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,69,1.5,8388608,1027604,12.25,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1100585,13.12,0,7,64,5,5,-1,not supernode
2,0,84,1.85,8388608,1056126,12.59,0,7,64,6,6,-1,not supernode
2,0,68,1.48,8388608,1072903,12.79,0,6,64,5,5,0,supernode
2,0,72,1.57,8388608,832150,9.92,0,7,64,5,5,-1,not supernode
2,0,69,1.51,8388608,910164,10.85,0,6,64,5,5,0,supernode
2,0,68,1.5,8388608,921908,10.99,0,6,64,5,5,0,supernode
2,0,72,1.57,8388608,821245,9.79,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,68,1.48,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1039349,12.39,0,7,64,5,5,0,supernode
2,0,74,1.62,8388608,989017,11.79,0,30,64,6,6,-1,not supernode
2,0,69,1.5,8388608,938685,11.19,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,921908,10.99,0,7,64,5,5,0,supernode
2,0,83,1.82,8388608,1262486,15.05,0,7,64,5,5,-1,not supernode
2,0,69,1.51,8388608,1190343,14.19,0,7,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1039349,12.39,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,69,1.52,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,71,1.57,8388608,1022571,12.19,0,6,64,5,5,0,supernode
2,0,68,1.48,8388608,838022,9.99,0,6,64,6,6,-1,not supernode
2,0,68,1.49,8388608,938685,11.19,0,6,64,5,5,0,supernode
2,0,72,1.57,8388608,921908,10.99,0,7,64,5,5,0,supernode
2,0,69,1.52,8388608,1089680,12.99,0,6,64,5,5,0,supernode
2,0,69,1.5,8388608,1123235,13.39,0,7,64,5,5,-1,not supernode
2,0,71,1.55,8388608,1173566,13.99,0,6,64,5,5,-1,not supernode
2,0,86,1.89,8388608,1106457,13.19,0,7,64,5,5,-1,not supernode
2,0,68,1.49,8388608,1341338,15.99,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,1156789,13.79,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,1022571,12.19,0,6,64,6,6,0,supernode
2,0,71,1.55,8388608,938685,11.19,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,1156789,13.79,0,8,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1207121,14.39,0,8,64,5,5,-1,not supernode
2,0,69,1.51,8388608,1089680,12.99,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1240675,14.79,0,8,64,5,5,-1,not supernode
2,0,70,1.54,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,69,1.52,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,921908,10.99,0,7,64,5,5,0,supernode
2,0,85,1.85,8388608,1207121,14.39,0,8,64,6,6,-1,not supernode
2,0,69,1.51,8388608,1123235,13.39,0,7,64,5,5,-1,not supernode
2,0,73,1.59,8388608,888354,10.59,0,8,64,5,5,0,supernode
2,0,70,1.53,8388608,670250,7.99,0,7,64,5,5,-1,not supernode
2,0,70,1.53,8388608,1072903,12.79,0,8,64,5,5,0,supernode
2,0,72,1.58,8388608,1072903,12.79,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,905131,10.79,0,8,64,5,5,0,supernode
2,0,69,1.51,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,1207121,14.39,0,8,64,5,5,-1,not supernode
2,0,71,1.56,8388608,955462,11.39,0,7,64,6,6,0,supernode
2,0,69,1.52,8388608,882482,10.52,0,8,64,5,5,0,supernode
2,0,72,1.58,8388608,804468,9.59,0,7,64,5,5,-1,not supernode
2,0,84,1.83,8388608,1022571,12.19,0,7,64,5,5,-1,not supernode
2,0,67,1.47,8388608,1234803,14.72,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,926941,11.05,0,7,64,5,5,0,supernode
2,0,69,1.52,8388608,1005794,11.99,0,6,64,5,5,0,supernode
2,0,70,1.52,8388608,932813,11.12,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1140012,13.59,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,1033476,12.32,0,7,64,6,6,0,supernode
2,0,68,1.49,8388608,955462,11.39,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,893387,10.65,0,7,64,5,5,0,supernode
2,0,70,1.53,8388608,888354,10.59,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,1094713,13.05,0,7,64,5,5,-1,not supernode
2,0,68,1.49,8388608,1117363,13.32,0,6,64,5,5,-1,not supernode
2,0,71,1.55,8388608,882482,10.52,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,926941,11.05,0,6,64,6,6,0,supernode
2,0,69,1.52,8388608,1033476,12.32,0,6,64,5,5,0,supernode
2,0,72,1.57,8388608,1010827,12.05,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,1067031,12.72,0,7,64,5,5,0,supernode
2,0,68,1.5,8388608,876610,10.45,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,949590,11.32,0,7,64,5,5,0,supernode
2,0,69,1.51,8388608,1307784,15.59,0,7,64,5,5,-1,not supernode
2,0,69,1.51,8388608,1044382,12.45,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,966368,11.52,0,7,64,5,5,0,supernode
2,0,88,1.93,8388608,1072903,12.79,0,8,64,6,6,-1,not supernode
2,0,68,1.49,8388608,1285135,15.32,0,6,64,5,5,-1,not supernode
2,0,72,1.58,8388608,960496,11.45,0,8,64,5,5,0,supernode
2,0,71,1.55,8388608,1201249,14.32,0,7,64,5,5,-1,not supernode
2,0,70,1.53,8388608,1123235,13.39,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1285135,15.32,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1257452,14.99,0,8,64,5,5,-1,not supernode
2,0,68,1.49,8388608,960496,11.45,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,1056126,12.59,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,949590,11.32,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,899259,10.72,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1027604,12.25,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,1083808,12.92,0,8,64,5,5,-1,not supernode
2,0,68,1.48,8388608,1307784,15.59,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1094713,13.05,0,7,64,5,5,0,supernode
2,0,70,1.53,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,69,1.52,8388608,949590,11.32,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,943718,11.25,0,8,64,5,5,0,supernode
2,0,73,1.59,8388608,1072903,12.79,0,8,64,6,6,-1,not supernode
2,0,68,1.49,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,848927,10.12,0,8,64,5,5,-1,not supernode
2,0,70,1.54,8388608,899259,10.72,0,7,64,5,5,0,supernode
2,0,69,1.51,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,955462,11.39,0,7,64,5,5,0,supernode
2,0,82,1.8,8388608,1089680,12.99,0,7,64,6,5,-1,not supernode
2,0,68,1.5,8388608,1296040,15.45,0,6,64,5,5,-1,not supernode
2,0,71,1.56,8388608,893387,10.65,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,1228931,14.65,0,7,64,6,6,-1,not supernode
2,0,70,1.53,8388608,943718,11.25,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,966368,11.52,0,7,64,5,5,0,supernode
2,0,68,1.48,8388608,1056126,12.59,0,6,64,5,5,0,supernode
2,0,72,1.59,8388608,926941,11.05,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1106457,13.19,0,7,64,6,6,-1,not supernode
2,0,70,1.53,8388608,955462,11.39,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,943718,11.25,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,1010827,12.05,0,7,64,6,6,-1,not supernode
2,0,67,1.48,8388608,1150917,13.72,0,8,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1234803,14.72,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1033476,12.32,0,7,64,6,5,0,supernode
2,0,69,1.51,8388608,1010827,12.05,0,7,64,5,5,0,supernode
2,0,71,1.57,8388608,943718,11.25,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1039349,12.39,0,7,64,6,6,0,supernode
2,0,68,1.5,8388608,882482,10.52,0,6,64,5,5,0,supernode
2,0,73,1.59,8388608,871576,10.39,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,876610,10.45,0,7,64,6,6,-1,not supernode
2,0,69,1.51,8388608,893387,10.65,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,905131,10.79,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,843055,10.05,0,7,64,6,6,-1,not supernode
2,0,68,1.48,8388608,1218026,14.52,0,6,64,5,5,-1,not supernode
2,0,72,1.57,8388608,1044382,12.45,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1027604,12.25,0,7,64,6,6,0,supernode
2,0,70,1.54,8388608,1044382,12.45,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,949590,11.32,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,994050,11.85,0,7,64,6,6,0,supernode
2,0,68,1.48,8388608,1123235,13.39,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,1117363,13.32,0,7,64,6,6,-1,not supernode
2,0,70,1.53,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1010827,12.05,0,6,64,5,5,0,supernode
2,0,82,1.8,8388608,1061159,12.65,0,7,64,6,6,-1,not supernode
2,0,69,1.52,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,943718,11.25,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,843055,10.05,0,8,64,6,6,-1,not supernode
2,0,69,1.51,8388608,938685,11.19,0,8,64,5,5,0,supernode
2,0,71,1.57,8388608,1094713,13.05,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,1050254,12.52,0,7,64,6,6,0,supernode
2,0,69,1.5,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,1039349,12.39,0,8,64,5,5,0,supernode
2,0,70,1.54,8388608,1072903,12.79,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,1089680,12.99,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,938685,11.19,0,8,64,5,5,0,supernode
2,0,84,1.84,8388608,1190343,14.19,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1374893,16.39,0,6,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1156789,13.79,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1106457,13.19,0,6,64,6,6,-1,not supernode
2,0,70,1.52,8388608,871576,10.39,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,742392,8.85,0,6,64,5,5,-1,not supernode
2,0,72,1.57,8388608,989017,11.79,0,7,64,6,6,0,supernode
2,0,68,1.5,8388608,1089680,12.99,0,6,64,5,5,0,supernode
2,0,73,1.59,8388608,871576,10.39,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,1039349,12.39,0,7,64,6,6,0,supernode
2,0,70,1.54,8388608,854799,10.19,0,6,64,5,5,-1,not supernode
2,0,71,1.57,8388608,921908,10.99,0,6,64,5,5,0,supernode
2,0,83,1.81,8388608,1010827,12.05,0,7,64,6,6,-1,not supernode
2,0,68,1.49,8388608,1307784,15.59,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,1106457,13.19,0,8,64,5,5,-1,not supernode
2,0,72,1.59,8388608,1140012,13.59,0,7,64,6,6,-1,not supernode
2,0,69,1.52,8388608,1022571,12.19,0,8,64,5,5,0,supernode
2,0,72,1.58,8388608,972240,11.59,0,8,64,5,5,0,supernode
2,0,72,1.58,8388608,1056126,12.59,0,7,64,6,6,0,supernode
2,0,68,1.49,8388608,888354,10.59,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,670250,7.99,0,8,64,5,5,-1,not supernode
2,0,73,1.61,8388608,1140012,13.59,0,8,64,6,6,-1,not supernode
2,0,72,1.57,8388608,972240,11.59,0,8,64,5,5,0,supernode
2,0,71,1.55,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,83,1.81,8388608,972240,11.59,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1257452,14.99,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,921908,10.99,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1072903,12.79,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1022571,12.19,0,8,64,5,5,0,supernode
2,0,73,1.6,8388608,804468,9.59,0,8,64,5,5,-1,not supernode
2,0,74,1.62,8388608,1274230,15.19,0,8,64,6,6,-1,not supernode
2,0,69,1.51,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,1022571,12.19,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,888354,10.59,0,7,64,6,6,0,supernode
2,0,70,1.54,8388608,1005794,11.99,0,8,64,5,5,0,supernode
2,0,72,1.57,8388608,938685,11.19,0,6,64,5,5,0,supernode
2,0,84,1.85,8388608,943718,11.25,0,7,64,6,6,-1,not supernode
2,0,69,1.5,8388608,1324561,15.79,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,838022,9.99,0,8,64,5,5,-1,not supernode
2,0,72,1.58,8388608,989017,11.79,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,1223898,14.59,0,7,64,5,5,-1,not supernode
2,0,73,1.59,8388608,1072903,12.79,0,8,64,5,5,0,supernode
2,0,74,1.62,8388608,955462,11.39,0,8,64,6,6,0,supernode
2,0,69,1.51,8388608,1005794,11.99,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,871576,10.39,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,871576,10.39,0,7,64,6,6,-1,not supernode
2,0,69,1.52,8388608,960496,11.45,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,832150,9.92,0,7,64,5,5,-1,not supernode
2,0,84,1.83,8388608,1106457,13.19,0,8,64,6,6,-1,not supernode
2,0,68,1.48,8388608,1469684,17.52,0,7,64,5,5,-1,not supernode
2,0,72,1.59,8388608,1033476,12.32,0,8,64,5,5,0,supernode
2,0,71,1.55,8388608,989017,11.79,0,7,64,6,6,0,supernode
2,0,69,1.52,8388608,932813,11.12,0,8,64,5,5,0,supernode
2,0,73,1.59,8388608,1100585,13.12,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,798596,9.52,0,7,64,6,6,-1,not supernode
2,0,69,1.5,8388608,1145045,13.65,0,7,64,5,5,-1,not supernode
2,0,73,1.59,8388608,1195377,14.25,0,8,64,5,5,-1,not supernode
2,0,72,1.59,8388608,1117363,13.32,0,7,64,6,6,-1,not supernode
2,0,70,1.54,8388608,1050254,12.52,0,8,64,5,5,0,supernode
2,0,71,1.55,8388608,916036,10.92,0,7,64,5,5,0,supernode
2,0,84,1.85,8388608,1128268,13.45,0,8,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1106457,13.19,0,6,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1184471,14.12,0,7,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1022571,12.19,0,6,64,6,5,0,supernode
2,0,70,1.53,8388608,859832,10.25,0,7,64,5,5,-1,not supernode
2,0,73,1.61,8388608,899259,10.72,0,7,64,5,5,0,supernode
2,0,74,1.61,8388608,1005794,11.99,0,7,64,6,6,0,supernode
2,0,67,1.47,8388608,1056126,12.59,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,972240,11.59,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,1016699,12.12,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,876610,10.45,0,7,64,5,5,0,supernode
2,0,73,1.59,8388608,1184471,14.12,0,7,64,5,5,-1,not supernode
2,0,84,1.85,8388608,1123235,13.39,0,8,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1291007,15.39,0,6,64,5,5,-1,not supernode
2,0,73,1.59,8388608,1117363,13.32,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,960496,11.45,0,7,64,6,6,0,supernode
2,0,69,1.52,8388608,949590,11.32,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,999922,11.92,0,6,64,5,5,0,supernode
2,0,72,1.59,8388608,1039349,12.39,0,7,64,6,6,0,supernode
2,0,69,1.51,8388608,826278,9.85,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,926941,11.05,0,7,64,5,5,0,supernode
2,0,70,1.54,8388608,994050,11.85,0,7,64,6,6,0,supernode
2,0,69,1.52,8388608,899259,10.72,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,1050254,12.52,0,7,64,5,5,0,supernode
2,0,84,1.84,8388608,1067031,12.72,0,7,64,6,6,-1,not supernode
2,0,67,1.47,8388608,1324561,15.79,0,6,64,5,5,-1,not supernode
2,0,72,1.58,8388608,1077936,12.85,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,1056126,12.59,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,966368,11.52,0,6,64,5,5,0,supernode
2,0,73,1.59,8388608,1128268,13.45,0,7,64,5,5,-1,not supernode
2,0,69,1.52,8388608,955462,11.39,0,7,64,6,6,0,supernode
2,0,68,1.5,8388608,905131,10.79,0,6,64,5,5,0,supernode
2,0,72,1.57,8388608,1089680,12.99,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,943718,11.25,0,7,64,6,6,0,supernode
2,0,70,1.54,8388608,848927,10.12,0,8,64,5,5,-1,not supernode
2,0,71,1.57,8388608,972240,11.59,0,7,64,5,5,0,supernode
2,0,82,1.8,8388608,1167694,13.92,0,7,64,5,6,-1,not supernode
2,0,67,1.47,8388608,1285135,15.32,0,6,64,5,5,-1,not supernode
2,0,71,1.56,8388608,1044382,12.45,0,7,64,5,5,0,supernode
2,0,70,1.53,8388608,848927,10.12,0,6,64,6,6,-1,not supernode
2,0,68,1.49,8388608,949590,11.32,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1044382,12.45,0,6,64,5,5,0,supernode
2,0,71,1.56,8388608,916036,10.92,0,7,64,6,6,0,supernode
2,0,67,1.47,8388608,809501,9.65,0,6,64,5,5,-1,not supernode
2,0,72,1.57,8388608,916036,10.92,0,7,64,5,5,0,supernode
2,0,72,1.57,8388608,826278,9.85,0,7,64,6,6,-1,not supernode
2,0,69,1.51,8388608,977273,11.65,0,7,64,5,5,0,supernode
2,0,71,1.55,8388608,977273,11.65,0,7,64,5,5,0,supernode
2,0,82,1.8,8388608,1027604,12.25,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1167694,13.92,0,7,64,5,5,-1,not supernode
2,0,73,1.6,8388608,943718,11.25,0,8,64,5,5,0,supernode
2,0,73,1.59,8388608,1134140,13.52,0,7,64,6,6,-1,not supernode
2,0,69,1.52,8388608,1050254,12.52,0,9,64,5,5,0,supernode
2,0,73,1.6,8388608,1005794,11.99,0,8,64,5,5,0,supernode
2,0,71,1.56,8388608,1077936,12.85,0,8,64,6,6,-1,not supernode
2,0,70,1.53,8388608,916036,10.92,0,7,64,5,5,0,supernode
2,0,72,1.59,8388608,1050254,12.52,0,8,64,5,5,0,supernode
2,0,72,1.57,8388608,1178599,14.05,0,7,64,6,6,-1,not supernode
2,0,70,1.54,8388608,999922,11.92,0,8,64,5,5,0,supernode
2,0,72,1.57,8388608,1212154,14.45,0,8,64,5,5,-1,not supernode
2,0,84,1.85,8388608,1123235,13.39,0,8,64,6,6,-1,not supernode
2,0,68,1.49,8388608,1050254,12.52,0,6,64,5,5,0,supernode
2,0,72,1.58,8388608,848927,10.12,0,7,64,5,5,-1,not supernode
2,0,72,1.57,8388608,876610,10.45,0,6,64,6,6,-1,not supernode
2,0,69,1.52,8388608,1022571,12.19,0,7,64,5,5,0,supernode
2,0,73,1.6,8388608,989017,11.79,0,7,64,5,5,0,supernode
2,0,71,1.57,8388608,966368,11.52,0,7,64,6,6,0,supernode
2,0,68,1.49,8388608,999922,11.92,0,7,64,5,5,0,supernode
2,0,72,1.58,8388608,1100585,13.12,0,7,64,5,5,-1,not supernode
2,0,72,1.58,8388608,926941,11.05,0,7,64,6,6,0,supernode
2,0,70,1.53,8388608,916036,10.92,0,7,64,5,5,0,supernode
2,0,71,1.56,8388608,770913,9.19,0,6,64,5,5,-1,not supernode
2,0,82,1.8,8388608,943718,11.25,0,7,64,6,6,-1,not supernode
2,0,68,1.5,8388608,1285135,15.32,0,7,64,5,5,-1,not supernode
2,0,72,1.59,8388608,989017,11.79,0,8,64,5,5,0,supernode
2,0,73,1.59,8388608,943718,11.25,0,7,64,6,6,0,supernode
2,0,69,1.52,8388608,888354,10.59,0,8,64,5,5,0,supernode
